Boundary Type,Boundary Name,Population 2016,Population Density 2016,Year opened,Aboriginal,Aboriginal Percent,Visible Minorities Numbers,Visible Minorities Percent,Visible Minorities Total Number,Visible Minorities Total Percent,Citizenship Numbers,Citizenship Percent,Education Numbers,Education Percent,Unemployment Rate,Period of Construction,Period of Construction Percent,Period of Construction Name,Household Type,Own vs Rent,Own vs Rent Percent,Bad Dwelling,Bad Dwelling Percent,Average and Median Household Income,Commuting Method,Commuting Method Percent,LIM-AT,LICO-AT
Neighbourhood,Rosser-Old Kildonan,680,42.51171729207863,1971,50,0.07352941176470588,"[305, 110, 0, 0, 0, 15, 0, 0, 0, 10, 0, 0]","[0.6931818181818182, 0.25, 0, 0, 0, 0.03409090909090909, 0, 0, 0, 0.022727272727272728, 0, 0]",440,0.6470588235294118,"[525, 150]","[0.7777777777777778, 0.2222222222222222]","[45, 140, 380]","[0.07964601769911504, 0.24778761061946902, 0.672566371681416]",0.11,"[115, 30, 20]","[0.575, 0.15, 0.1]","['2011 to 2016', '1961 to 1980', '1960 or before']","[170, 15, 10]","[185, 10]","[0.9487179487179487, 0.05128205128205128]",0,0.0,"[121020, 94781]","[290, 85]","[0.7733333333333333, 0.22666666666666668]",0.1259259259259259,0.1259259259259259
Neighbourhood,Rossmere-A,13330,3348.147567657447,1971,1875,0.14066016504126033,"[450, 375, 430, 100, 90, 275, 40, 0, 35, 30, 45, 55]","[0.23376623376623376, 0.19480519480519481, 0.22337662337662337, 0.05194805194805195, 0.046753246753246755, 0.14285714285714285, 0.02077922077922078, 0, 0.01818181818181818, 0.015584415584415584, 0.023376623376623377, 0.02857142857142857]",1925,0.1444111027756939,"[12345, 980]","[0.9264540337711069, 0.07354596622889306]","[2525, 3425, 5140]","[0.22768259693417492, 0.30883678990081154, 0.46348061316501354]",0.06,"[3245, 1730, 520]","[0.5417362270450752, 0.2888146911519199, 0.08681135225375626]","['1961 to 1980', '1960 or before', '1981 to 1990']","[3470, 2520, 0]","[3075, 2920]","[0.5129274395329442, 0.4870725604670559]",410,0.06833333333333333,"[66491, 55554]","[4410, 1835]","[0.7061649319455564, 0.2938350680544436]",0.18386491557223264,0.13921200750469043
Neighbourhood,Rossmere-B,4185,3393.3294521536495,1971,395,0.09438470728793309,"[230, 10, 65, 15, 55, 120, 0, 10, 0, 35, 0, 15]","[0.4144144144144144, 0.018018018018018018, 0.11711711711711711, 0.02702702702702703, 0.0990990990990991, 0.21621621621621623, 0, 0.018018018018018018, 0, 0.06306306306306306, 0, 0.02702702702702703]",555,0.13261648745519714,"[3950, 230]","[0.9449760765550239, 0.05502392344497608]","[530, 1225, 1805]","[0.14887640449438203, 0.3441011235955056, 0.5070224719101124]",0.06,"[1300, 360, 40]","[0.7471264367816092, 0.20689655172413793, 0.022988505747126436]","['1960 or before', '1961 to 1980', '1981 to 1990']","[1575, 170, 0]","[1495, 250]","[0.8567335243553008, 0.14326647564469913]",125,0.07163323782234957,"[83884, 75885]","[1540, 615]","[0.7146171693735499, 0.28538283062645015]",0.08014354066985646,0.04784688995215311
Neighbourhood,Royalwood,4955,1721.622501519232,1986,300,0.06054490413723512,"[115, 300, 130, 410, 175, 20, 45, 55, 20, 15, 35, 0]","[0.08712121212121213, 0.22727272727272727, 0.09848484848484848, 0.3106060606060606, 0.13257575757575757, 0.015151515151515152, 0.03409090909090909, 0.041666666666666664, 0.015151515151515152, 0.011363636363636364, 0.026515151515151516, 0]",1320,0.26639757820383453,"[4790, 165]","[0.9667003027245207, 0.033299697275479316]","[450, 985, 2435]","[0.11627906976744186, 0.25452196382428943, 0.6291989664082688]",0.03,"[595, 495, 325]","[0.35735735735735735, 0.2972972972972973, 0.19519519519519518]","['2006 to 2010', '2001 to 2005', '1991 to 2000']","[1615, 30, 0]","[1630, 25]","[0.9848942598187311, 0.015105740181268883]",20,0.012084592145015106,"[170430, 136718]","[2135, 350]","[0.8591549295774648, 0.14084507042253522]",0.050454086781029264,0.04137235116044399
Neighbourhood,Sage Creek,4790,1171.737878078105,2011,435,0.09081419624217119,"[170, 345, 150, 355, 70, 75, 55, 65, 20, 30, 30, 10]","[0.12363636363636364, 0.2509090909090909, 0.10909090909090909, 0.2581818181818182, 0.05090909090909091, 0.05454545454545454, 0.04, 0.04727272727272727, 0.014545454545454545, 0.02181818181818182, 0.02181818181818182, 0.007272727272727273]",1375,0.2870563674321503,"[4370, 420]","[0.9123173277661796, 0.08768267223382047]","[320, 845, 2375]","[0.0903954802259887, 0.2387005649717514, 0.6709039548022598]",0.03,"[1080, 465, 15]","[0.6835443037974683, 0.29430379746835444, 0.00949367088607595]","['2011 to 2016', '2006 to 2010', '2001 to 2005']","[1290, 285, 0]","[1270, 300]","[0.8089171974522293, 0.1910828025477707]",10,0.006349206349206349,"[135785, 122766]","[2310, 315]","[0.88, 0.11999999999999998]",0.04801670146137787,0.04384133611691023
Neighbourhood,Sargent Park,6180,2976.8628393587514,1971,610,0.09870550161812297,"[2710, 30, 110, 45, 70, 80, 0, 10, 0, 10, 70, 15]","[0.8603174603174604, 0.009523809523809525, 0.03492063492063492, 0.014285714285714285, 0.022222222222222223, 0.025396825396825397, 0, 0.0031746031746031746, 0, 0.0031746031746031746, 0.022222222222222223, 0.004761904761904762]",3150,0.5097087378640777,"[5210, 970]","[0.843042071197411, 0.156957928802589]","[940, 1615, 2640]","[0.1809432146294514, 0.3108758421559192, 0.5081809432146295]",0.06,"[1960, 270, 105]","[0.8183716075156576, 0.1127348643006263, 0.04384133611691023]","['1960 or before', '1961 to 1980', '1981 to 1990']","[2040, 350, 0]","[1900, 490]","[0.7949790794979079, 0.20502092050209206]",275,0.11482254697286012,"[73116, 67584]","[2105, 1315]","[0.6154970760233918, 0.3845029239766082]",0.11245954692556634,0.07766990291262135
Neighbourhood,Seven Oaks,3000,2446.225840462043,1971,410,0.13666666666666666,"[275, 50, 50, 20, 0, 35, 0, 0, 0, 0, 15, 15]","[0.5978260869565217, 0.10869565217391304, 0.10869565217391304, 0.043478260869565216, 0, 0.07608695652173914, 0, 0, 0, 0, 0.03260869565217391, 0.03260869565217391]",460,0.15333333333333332,"[2800, 195]","[0.9348914858096828, 0.0651085141903172]","[365, 845, 1305]","[0.14512922465208747, 0.3359840954274354, 0.5188866799204771]",0.06,"[1100, 90, 50]","[0.8365019011406845, 0.06844106463878327, 0.03802281368821293]","['1960 or before', '1961 to 1980', '1991 to 2000']","[1125, 165, 10]","[1045, 260]","[0.8007662835249042, 0.19923371647509577]",140,0.1076923076923077,"[78969, 71746]","[1105, 415]","[0.7269736842105263, 0.2730263157894737]",0.10517529215358931,0.09515859766277128
Neighbourhood,Shaughnessy Park,2745,3401.6345194649084,1971,310,0.11293260473588343,"[1480, 20, 50, 50, 30, 20, 0, 0, 0, 0, 25, 10]","[0.8783382789317508, 0.011869436201780416, 0.02967359050445104, 0.02967359050445104, 0.017804154302670624, 0.011869436201780416, 0, 0, 0, 0, 0.01483679525222552, 0.005934718100890208]",1685,0.6138433515482696,"[2200, 545]","[0.8014571948998178, 0.19854280510018216]","[520, 665, 1075]","[0.23008849557522124, 0.2942477876106195, 0.4756637168141593]",0.06,"[620, 185, 55]","[0.6526315789473685, 0.19473684210526315, 0.05789473684210526]","['1960 or before', '1961 to 1980', '2006 to 2010']","[830, 105, 0]","[700, 245]","[0.7407407407407407, 0.25925925925925924]",110,0.11578947368421053,"[69684, 62230]","[910, 540]","[0.6275862068965518, 0.3724137931034483]",0.13272727272727272,0.0890909090909091
Neighbourhood,Silver Heights,5140,3098.6367204125404,1971,500,0.09727626459143968,"[375, 50, 125, 95, 15, 45, 40, 10, 10, 15, 25, 20]","[0.45454545454545453, 0.06060606060606061, 0.15151515151515152, 0.11515151515151516, 0.01818181818181818, 0.05454545454545454, 0.048484848484848485, 0.012121212121212121, 0.012121212121212121, 0.01818181818181818, 0.030303030303030304, 0.024242424242424242]",825,0.1605058365758755,"[4850, 290]","[0.943579766536965, 0.05642023346303502]","[645, 1455, 2310]","[0.14625850340136054, 0.3299319727891156, 0.5238095238095238]",0.05,"[1575, 450, 100]","[0.6645569620253164, 0.189873417721519, 0.04219409282700422]","['1960 or before', '1961 to 1980', '1981 to 1990']","[1540, 815, 0]","[1510, 850]","[0.6398305084745762, 0.3601694915254237]",200,0.08492569002123142,"[77560, 68339]","[1945, 810]","[0.705989110707804, 0.29401088929219604]",0.10505836575875487,0.08365758754863813
Neighbourhood,Sir John Franklin,2425,2228.6329243983378,1971,220,0.09072164948453608,"[40, 20, 15, 10, 30, 70, 0, 0, 10, 0, 15, 15]","[0.17777777777777778, 0.08888888888888889, 0.06666666666666667, 0.044444444444444446, 0.13333333333333333, 0.3111111111111111, 0, 0, 0.044444444444444446, 0, 0.06666666666666667, 0.06666666666666667]",225,0.09278350515463918,"[2320, 105]","[0.9567010309278351, 0.04329896907216495]","[195, 405, 1470]","[0.09420289855072464, 0.1956521739130435, 0.7101449275362319]",0.05,"[950, 105, 50]","[0.8444444444444444, 0.09333333333333334, 0.044444444444444446]","['1960 or before', '2011 to 2016', '1961 to 1980']","[1045, 80, 0]","[965, 165]","[0.8539823008849557, 0.14601769911504425]",95,0.084070796460177,"[102262, 86165]","[885, 315]","[0.7375, 0.2625]",0.088659793814433,0.05360824742268041
Neighbourhood,South Point Douglas,390,562.5968315700491,1971,205,0.5256410256410257,"[0, 0, 25, 0, 10, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.7142857142857143, 0, 0.2857142857142857, 0, 0, 0, 0, 0, 0, 0]",35,0.08974358974358974,"[355, 40]","[0.8987341772151899, 0.10126582278481013]","[90, 80, 115]","[0.3157894736842105, 0.2807017543859649, 0.40350877192982454]",0.13,"[80, 50, 25]","[0.47058823529411764, 0.29411764705882354, 0.14705882352941177]","['2011 to 2016', '1960 or before', '2006 to 2010']","[50, 115, 0]","[20, 150]","[0.11764705882352941, 0.8823529411764706]",10,0.058823529411764705,"[59433, 50578]","[90, 65]","[0.5806451612903226, 0.41935483870967744]",0.3974358974358974,0.32051282051282054
Neighbourhood,South Pointe,4795,2194.3513415060524,2011,135,0.02815432742440042,"[345, 1150, 315, 700, 110, 30, 175, 210, 10, 0, 140, 80]","[0.10566615620214395, 0.35222052067381315, 0.09647779479326186, 0.21439509954058192, 0.033690658499234305, 0.009188361408882083, 0.05359877488514548, 0.06431852986217458, 0.0030627871362940277, 0, 0.042879019908116385, 0.02450229709035222]",3265,0.6809176225234619,"[3595, 1200]","[0.7497393117831074, 0.2502606882168926]","[445, 940, 2260]","[0.12208504801097393, 0.2578875171467764, 0.6200274348422496]",0.07,"[1130, 185, 10]","[0.846441947565543, 0.13857677902621723, 0.00749063670411985]","['2011 to 2016', '2006 to 2010', '1961 to 1980']","[1270, 60, 0]","[1195, 135]","[0.8984962406015038, 0.10150375939849623]",15,0.011278195488721804,"[124917, 108725]","[1920, 540]","[0.7804878048780488, 0.21951219512195122]",0.10636079249217935,0.10740354535974973
Neighbourhood,South Portage,1865,2823.238049679907,1981,165,0.08847184986595175,"[140, 145, 260, 45, 25, 50, 35, 45, 10, 20, 45, 15]","[0.16766467065868262, 0.17365269461077845, 0.31137724550898205, 0.05389221556886228, 0.029940119760479042, 0.059880239520958084, 0.041916167664670656, 0.05389221556886228, 0.011976047904191617, 0.023952095808383235, 0.05389221556886228, 0.017964071856287425]",835,0.4477211796246649,"[1210, 655]","[0.6487935656836461, 0.3512064343163539]","[195, 400, 1125]","[0.11337209302325581, 0.23255813953488372, 0.6540697674418605]",0.1,"[645, 215, 165]","[0.5265306122448979, 0.17551020408163265, 0.1346938775510204]","['1961 to 1980', '1960 or before', '1981 to 1990']","[0, 1220, 0]","[10, 1205]","[0.00823045267489712, 0.9917695473251029]",85,0.06995884773662552,"[51337, 43449]","[355, 835]","[0.29831932773109243, 0.7016806722689075]",0.32171581769436997,0.2761394101876676
Neighbourhood,South River Heights,2665,2373.9216026865847,1971,135,0.05065666041275797,"[115, 55, 10, 80, 20, 0, 0, 35, 0, 15, 65, 0]","[0.2911392405063291, 0.13924050632911392, 0.02531645569620253, 0.20253164556962025, 0.05063291139240506, 0, 0, 0.08860759493670886, 0, 0.0379746835443038, 0.16455696202531644, 0]",395,0.14821763602251406,"[2480, 185]","[0.9305816135084428, 0.06941838649155722]","[180, 590, 1480]","[0.08, 0.26222222222222225, 0.6577777777777778]",0.03,"[575, 400, 20]","[0.5555555555555556, 0.3864734299516908, 0.01932367149758454]","['1960 or before', '1961 to 1980', '1981 to 1990']","[950, 90, 0]","[870, 165]","[0.8405797101449275, 0.15942028985507245]",80,0.07766990291262135,"[138499, 111376]","[1115, 275]","[0.802158273381295, 0.19784172661870505]",0.07692307692307693,0.0675422138836773
Neighbourhood,South Tuxedo,3440,1642.5504606781058,1971,85,0.024709302325581398,"[70, 125, 35, 85, 10, 25, 20, 25, 25, 15, 30, 0]","[0.15053763440860216, 0.26881720430107525, 0.07526881720430108, 0.1827956989247312, 0.021505376344086023, 0.053763440860215055, 0.043010752688172046, 0.053763440860215055, 0.053763440860215055, 0.03225806451612903, 0.06451612903225806, 0]",465,0.13517441860465115,"[3295, 145]","[0.9578488372093024, 0.04215116279069767]","[245, 675, 2145]","[0.0799347471451876, 0.22022838499184338, 0.6998368678629691]",0.06,"[660, 500, 210]","[0.42443729903536975, 0.3215434083601286, 0.13504823151125403]","['1981 to 1990', '1961 to 1980', '1991 to 2000']","[775, 770, 0]","[1380, 175]","[0.887459807073955, 0.11254019292604502]",130,0.08414239482200647,"[205726, 106979]","[1430, 170]","[0.89375, 0.10625000000000001]",0.06686046511627906,0.061046511627906974
Neighbourhood,Southboine,1360,1944.3376170712845,1971,190,0.13970588235294118,"[10, 25, 10, 0, 10, 10, 0, 0, 0, 10, 15, 10]","[0.1, 0.25, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0.1, 0.15, 0.1]",100,0.07352941176470588,"[1320, 40]","[0.9705882352941176, 0.029411764705882353]","[190, 365, 645]","[0.15833333333333333, 0.30416666666666664, 0.5375]",0.01,"[370, 65, 65]","[0.6115702479338843, 0.10743801652892562, 0.10743801652892562]","['1961 to 1980', '1981 to 1990', '1991 to 2000']","[370, 245, 0]","[275, 335]","[0.45081967213114754, 0.5491803278688525]",35,0.05737704918032787,"[100434, 62977]","[525, 150]","[0.7777777777777778, 0.2222222222222222]",0.16176470588235295,0.125
Neighbourhood,Southdale,6450,2123.1073074391047,1971,480,0.07441860465116279,"[225, 235, 170, 85, 50, 25, 70, 45, 0, 25, 15, 15]","[0.234375, 0.24479166666666666, 0.17708333333333334, 0.08854166666666667, 0.052083333333333336, 0.026041666666666668, 0.07291666666666667, 0.046875, 0, 0.026041666666666668, 0.015625, 0.015625]",960,0.14883720930232558,"[6065, 385]","[0.9403100775193799, 0.059689922480620154]","[660, 1600, 3220]","[0.12043795620437957, 0.291970802919708, 0.5875912408759124]",0.05,"[1740, 355, 235]","[0.71900826446281, 0.14669421487603307, 0.09710743801652892]","['1961 to 1980', '1981 to 1990', '1991 to 2000']","[2005, 405, 0]","[1880, 530]","[0.7800829875518672, 0.21991701244813278]",105,0.043478260869565216,"[114111, 96678]","[2510, 700]","[0.7819314641744548, 0.21806853582554517]",0.056589147286821705,0.05116279069767442
Neighbourhood,Southland Park,1210,441.14119216037415,1986,65,0.05371900826446281,"[30, 15, 80, 30, 20, 0, 0, 0, 0, 10, 0, 25]","[0.14285714285714285, 0.07142857142857142, 0.38095238095238093, 0.14285714285714285, 0.09523809523809523, 0, 0, 0, 0, 0.047619047619047616, 0, 0.11904761904761904]",210,0.17355371900826447,"[1170, 40]","[0.9669421487603306, 0.03305785123966942]","[80, 325, 575]","[0.08163265306122448, 0.33163265306122447, 0.5867346938775511]",0.09,"[205, 125, 85]","[0.4659090909090909, 0.2840909090909091, 0.19318181818181818]","['1991 to 2000', '2001 to 2005', '1981 to 1990']","[430, 0, 0]","[430, 0]","[1, 0]",0,0.0,"[141551, 135733]","[465, 70]","[0.8691588785046729, 0.1308411214953271]",0.024793388429752067,0.01652892561983471
Neighbourhood,Spence,4415,9125.954711287039,1971,1210,0.2740656851642129,"[705, 160, 730, 185, 140, 45, 45, 20, 10, 10, 70, 35]","[0.3271461716937355, 0.07424593967517401, 0.33874709976798145, 0.08584686774941995, 0.06496519721577726, 0.02088167053364269, 0.02088167053364269, 0.009280742459396751, 0.004640371229698376, 0.004640371229698376, 0.03248259860788863, 0.016241299303944315]",2155,0.4881087202718007,"[3430, 990]","[0.7760180995475113, 0.2239819004524887]","[1260, 1020, 1295]","[0.35244755244755244, 0.2853146853146853, 0.3622377622377622]",0.12,"[1100, 395, 340]","[0.55, 0.1975, 0.17]","['1960 or before', '1961 to 1980', '1981 to 1990']","[395, 1590, 15]","[350, 1655]","[0.1745635910224439, 0.8254364089775561]",245,0.12219451371571072,"[38787, 29675]","[530, 1035]","[0.33865814696485624, 0.6613418530351437]",0.5243488108720272,0.46206115515288787
Neighbourhood,Springfield North,5820,2327.8454310633774,1971,605,0.10395189003436427,"[105, 165, 130, 25, 50, 65, 0, 15, 25, 15, 10, 0]","[0.17355371900826447, 0.2727272727272727, 0.21487603305785125, 0.04132231404958678, 0.08264462809917356, 0.10743801652892562, 0, 0.024793388429752067, 0.04132231404958678, 0.024793388429752067, 0.01652892561983471, 0]",605,0.10395189003436427,"[5580, 240]","[0.9587628865979382, 0.041237113402061855]","[585, 1520, 2710]","[0.12149532710280374, 0.31568016614745587, 0.5628245067497404]",0.07,"[825, 585, 235]","[0.3937947494033413, 0.27923627684964203, 0.11217183770883055]","['1981 to 1990', '1961 to 1980', '2006 to 2010']","[1980, 125, 0]","[1935, 165]","[0.9214285714285714, 0.07857142857142857]",75,0.035629453681710214,"[112843, 100535]","[2480, 525]","[0.8252911813643927, 0.1747088186356073]",0.03865979381443299,0.03865979381443299
Neighbourhood,Springfield South,1495,2319.2929491942978,1971,130,0.08695652173913043,"[75, 110, 70, 0, 0, 15, 0, 0, 0, 0, 0, 0]","[0.2777777777777778, 0.4074074074074074, 0.25925925925925924, 0, 0, 0.05555555555555555, 0, 0, 0, 0, 0, 0]",270,0.1806020066889632,"[1360, 135]","[0.9096989966555183, 0.0903010033444816]","[255, 375, 585]","[0.20987654320987653, 0.30864197530864196, 0.48148148148148145]",0.05,"[270, 160, 50]","[0.5192307692307693, 0.3076923076923077, 0.09615384615384616]","['1961 to 1980', '1981 to 1990', '1991 to 2000']","[505, 0, 0]","[465, 40]","[0.9207920792079208, 0.07920792079207921]",15,0.0297029702970297,"[100409, 92038]","[595, 150]","[0.7986577181208053, 0.20134228187919462]",0.07718120805369127,0.053691275167785234
Neighbourhood,St. Boniface Industrial Park,1520,274.1261687333135,2016,220,0.14473684210526316,"[105, 155, 55, 25, 20, 0, 40, 10, 0, 0, 15, 0]","[0.24705882352941178, 0.36470588235294116, 0.12941176470588237, 0.058823529411764705, 0.047058823529411764, 0, 0.09411764705882353, 0.023529411764705882, 0, 0, 0.03529411764705882, 0]",425,0.27960526315789475,"[1305, 215]","[0.8585526315789473, 0.14144736842105263]","[135, 350, 660]","[0.11790393013100436, 0.3056768558951965, 0.5764192139737991]",0.03,"[460, 55, 10]","[0.8440366972477065, 0.10091743119266056, 0.01834862385321101]","['2011 to 2016', '2006 to 2010', '1960 or before']","[370, 165, 0]","[240, 290]","[0.4528301886792453, 0.5471698113207547]",0,0.0,"[100571, 93147]","[675, 100]","[0.8709677419354839, 0.12903225806451613]",0.14473684210526316,0.11842105263157894
Neighbourhood,St. George,2760,2807.300201088134,1971,385,0.13949275362318841,"[140, 30, 115, 30, 40, 10, 45, 0, 0, 0, 20, 0]","[0.32558139534883723, 0.06976744186046512, 0.26744186046511625, 0.06976744186046512, 0.09302325581395349, 0.023255813953488372, 0.10465116279069768, 0, 0, 0, 0.046511627906976744, 0]",430,0.15579710144927536,"[2425, 340]","[0.8770343580470162, 0.12296564195298372]","[335, 695, 1315]","[0.14285714285714285, 0.29637526652452023, 0.5607675906183369]",0.08,"[890, 180, 45]","[0.7574468085106383, 0.15319148936170213, 0.03829787234042553]","['1960 or before', '1961 to 1980', '1981 to 1990']","[1085, 95, 0]","[960, 225]","[0.810126582278481, 0.189873417721519]",110,0.09282700421940929,"[75439, 64973]","[950, 480]","[0.6643356643356644, 0.3356643356643356]",0.1793478260869565,0.1431159420289855
Neighbourhood,St. John's,8330,5377.690782134447,1971,2895,0.34753901560624256,"[1455, 75, 140, 110, 195, 120, 75, 10, 0, 15, 120, 25]","[0.6217948717948718, 0.03205128205128205, 0.05982905982905983, 0.04700854700854701, 0.08333333333333333, 0.05128205128205128, 0.03205128205128205, 0.004273504273504274, 0, 0.00641025641025641, 0.05128205128205128, 0.010683760683760684]",2340,0.2809123649459784,"[7475, 850]","[0.8978978978978979, 0.1021021021021021]","[2100, 1955, 2475]","[0.3215926493108729, 0.2993874425727412, 0.3790199081163859]",0.1,"[2335, 425, 95]","[0.7581168831168831, 0.137987012987013, 0.030844155844155844]","['1960 or before', '1961 to 1980', '1991 to 2000']","[1855, 1205, 15]","[1605, 1470]","[0.5219512195121951, 0.47804878048780486]",585,0.1902439024390244,"[55247, 47611]","[2085, 1425]","[0.594017094017094, 0.405982905982906]",0.3159159159159159,0.2714714714714715
Neighbourhood,St. John's Park,530,1318.037467080149,1971,150,0.2830188679245283,"[0, 0, 45, 0, 10, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.8181818181818182, 0, 0.18181818181818182, 0, 0, 0, 0, 0, 0, 0]",55,0.10377358490566038,"[515, 10]","[0.9809523809523809, 0.01904761904761905]","[90, 140, 180]","[0.21951219512195122, 0.34146341463414637, 0.43902439024390244]",0.11,"[205, 25, 10]","[0.8541666666666666, 0.10416666666666667, 0.041666666666666664]","['1960 or before', '1961 to 1980', '1991 to 2000']","[145, 105, 0]","[145, 110]","[0.5686274509803921, 0.43137254901960786]",25,0.1,"[58337, 40872]","[160, 75]","[0.6808510638297872, 0.3191489361702128]",0.4528301886792453,0.3867924528301887
Neighbourhood,St. Matthews,5770,6774.256416758829,1971,1110,0.19237435008665515,"[1465, 130, 530, 160, 300, 80, 50, 10, 0, 10, 150, 25]","[0.5034364261168385, 0.044673539518900345, 0.18213058419243985, 0.054982817869415807, 0.10309278350515463, 0.027491408934707903, 0.01718213058419244, 0.003436426116838488, 0, 0.003436426116838488, 0.05154639175257732, 0.00859106529209622]",2910,0.5043327556325823,"[4770, 1000]","[0.8266897746967071, 0.1733102253032929]","[1170, 1285, 2160]","[0.2535211267605634, 0.27843986998916576, 0.46803900325027087]",0.08,"[1605, 420, 95]","[0.7070484581497798, 0.18502202643171806, 0.04185022026431718]","['1960 or before', '1961 to 1980', '1981 to 1990']","[1315, 930, 0]","[1160, 1100]","[0.5132743362831859, 0.48672566371681414]",395,0.1747787610619469,"[55625, 47077]","[1330, 1340]","[0.49812734082397003, 0.50187265917603]",0.2983521248915872,0.24284475281873374
Neighbourhood,St. Norbert,1765,975.5180885372479,1971,165,0.09348441926345609,"[10, 60, 80, 20, 0, 0, 105, 10, 0, 0, 0, 10]","[0.03389830508474576, 0.2033898305084746, 0.2711864406779661, 0.06779661016949153, 0, 0, 0.3559322033898305, 0.03389830508474576, 0, 0, 0, 0.03389830508474576]",295,0.1671388101983003,"[1615, 150]","[0.9150141643059491, 0.08498583569405099]","[210, 455, 860]","[0.1377049180327869, 0.2983606557377049, 0.5639344262295082]",0.06,"[260, 195, 145]","[0.32098765432098764, 0.24074074074074073, 0.17901234567901234]","['1961 to 1980', '1981 to 1990', '2006 to 2010']","[385, 430, 0]","[620, 195]","[0.7607361963190185, 0.2392638036809816]",50,0.06172839506172839,"[87306, 76813]","[610, 125]","[0.8299319727891157, 0.17006802721088435]",0.13031161473087818,0.10764872521246459
Neighbourhood,St. Vital Perimeter South,1820,49.39891428243395,1971,140,0.07692307692307693,"[0, 80, 25, 10, 0, 0, 0, 0, 0, 25, 30, 0]","[0, 0.47058823529411764, 0.14705882352941177, 0.058823529411764705, 0, 0, 0, 0, 0, 0.14705882352941177, 0.17647058823529413, 0]",170,0.09340659340659341,"[1800, 20]","[0.989010989010989, 0.01098901098901099]","[180, 505, 805]","[0.12080536912751678, 0.3389261744966443, 0.540268456375839]",0.05,"[175, 110, 80]","[0.28225806451612906, 0.1774193548387097, 0.12903225806451613]","['1961 to 1980', '1981 to 1990', '2001 to 2005']","[610, 0, 10]","[600, 15]","[0.975609756097561, 0.024390243902439025]",35,0.05737704918032787,"[155820, 122368]","[775, 90]","[0.8959537572254336, 0.10404624277456646]",0.03856749311294766,0.01652892561983471
Neighbourhood,Stock Yards,710,429.84583064679686,2006,70,0.09859154929577464,"[70, 35, 25, 15, 90, 0, 0, 0, 20, 0, 25, 0]","[0.25, 0.125, 0.08928571428571429, 0.05357142857142857, 0.32142857142857145, 0, 0, 0, 0.07142857142857142, 0, 0.08928571428571429, 0]",280,0.39436619718309857,"[660, 55]","[0.9230769230769231, 0.07692307692307693]","[125, 160, 275]","[0.22321428571428573, 0.2857142857142857, 0.49107142857142855]",0.05,"[100, 60, 30]","[0.5, 0.3, 0.15]","['2001 to 2005', '2006 to 2010', '2011 to 2016']","[175, 30, 0]","[175, 30]","[0.8536585365853658, 0.14634146341463414]",0,0.0,"[102502, 100626]","[330, 70]","[0.825, 0.175]",0.11888111888111888,0.06293706293706294
Neighbourhood,Sturgeon Creek,2955,2637.844091363136,1971,450,0.15228426395939088,"[110, 20, 75, 25, 10, 0, 0, 0, 10, 0, 0, 10]","[0.4230769230769231, 0.07692307692307693, 0.28846153846153844, 0.09615384615384616, 0.038461538461538464, 0, 0, 0, 0.038461538461538464, 0, 0, 0.038461538461538464]",260,0.08798646362098139,"[2845, 110]","[0.9627749576988156, 0.03722504230118443]","[420, 735, 1335]","[0.1686746987951807, 0.29518072289156627, 0.536144578313253]",0.04,"[895, 305, 70]","[0.6462093862815884, 0.22021660649819494, 0.05054151624548736]","['1961 to 1980', '1960 or before', '1981 to 1990']","[935, 450, 0]","[995, 385]","[0.7210144927536232, 0.27898550724637683]",80,0.057971014492753624,"[78743, 67420]","[1210, 380]","[0.7610062893081762, 0.2389937106918239]",0.09644670050761421,0.077834179357022
Neighbourhood,Talbot-Grey,2325,3874.2186992289885,1971,410,0.17634408602150536,"[315, 10, 130, 10, 10, 110, 10, 10, 0, 0, 10, 0]","[0.5121951219512195, 0.016260162601626018, 0.21138211382113822, 0.016260162601626018, 0.016260162601626018, 0.17886178861788618, 0.016260162601626018, 0.016260162601626018, 0, 0, 0.016260162601626018, 0]",615,0.2645161290322581,"[2125, 200]","[0.9139784946236559, 0.08602150537634409]","[405, 735, 790]","[0.20984455958549222, 0.38082901554404147, 0.40932642487046633]",0.06,"[810, 190, 30]","[0.7641509433962265, 0.1792452830188679, 0.02830188679245283]","['1960 or before', '1961 to 1980', '1981 to 1990']","[920, 145, 0]","[735, 330]","[0.6901408450704225, 0.30985915492957744]",155,0.14485981308411214,"[62089, 56727]","[850, 410]","[0.6746031746031746, 0.3253968253968254]",0.12903225806451613,0.12258064516129032
