"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-11","2021","01","11","","-3.6","","-10.0","","-6.8","","24.8","","0.0","","","","","","0.0","","4","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-12","2021","01","12","","0.6","","-9.4","","-4.4","","22.4","","0.0","","","","","","0.0","","4","","26","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-13","2021","01","13","","3.2","","-10.4","","-3.6","","21.6","","0.0","","","","","","0.1","","4","","17","","38",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-14","2021","01","14","","1.2","","-2.0","","-0.4","","18.4","","0.0","","","","","","1.6","","4","","30","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-15","2021","01","15","","-1.8","","-14.7","","-8.2","","26.2","","0.0","","","","","","0.0","","4","","34","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-16","2021","01","16","","-7.4","","-14.4","","-10.9","","28.9","","0.0","","","","","","0.0","","4","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-17","2021","01","17","","-5.6","","-16.0","","-10.8","","28.8","","0.0","","","","","","0.4","","4","","35","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-18","2021","01","18","","-15.8","","-21.7","","-18.8","","36.8","","0.0","","","","","","0.0","","4","","1","","31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-19","2021","01","19","","-14.0","","-23.6","","-18.8","","36.8","","0.0","","","","","","0.3","","5","","18","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-20","2021","01","20","","2.9","","-14.0","","-5.6","","23.6","","0.0","","","","","","0.4","","4","","27","","61",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-21","2021","01","21","","-0.9","","-19.8","","-10.4","","28.4","","0.0","","","","","","0.3","","4","","1","","58",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-22","2021","01","22","","-10.3","","-17.1","","-13.7","","31.7","","0.0","","","","","","0.2","","3","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-23","2021","01","23","","-4.8","","-15.6","","-10.2","","28.2","","0.0","","","","","","1.8","","3","","28","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-24","2021","01","24","","-15.6","","-25.9","","-20.8","","38.8","","0.0","","","","","","0.0","","9","","31","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-25","2021","01","25","","-23.1","","-28.5","","-25.8","","43.8","","0.0","","","","","","0.0","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-26","2021","01","26","","-24.4","","-32.8","","-28.6","","46.6","","0.0","","","","","","0.0","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-27","2021","01","27","","-18.6","","-31.9","","-25.3","","43.3","","0.0","","","","","","0.0","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-28","2021","01","28","","-10.5","","-25.2","","-17.8","","35.8","","0.0","","","","","","0.0","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-29","2021","01","29","","-6.6","","-17.4","","-12.0","","30.0","","0.0","","","","","","0.0","","9","","14","","38",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-30","2021","01","30","","-4.3","","-7.0","","-5.6","","23.6","","0.0","","","","","","0.0","","8","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-01-31","2021","01","31","","-5.6","","-14.9","","-10.2","","28.2","","0.0","","","","","","0.1","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-01","2021","02","01","","-5.6","","-9.3","","-7.5","","25.5","","0.0","","","","","","0.0","","8","","15","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-02","2021","02","02","","-4.2","","-7.2","","-5.7","","23.7","","0.0","","","","","","0.0","","8","","16","","63",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-03","2021","02","03","","-3.0","","-5.6","","-4.3","","22.3","","0.0","","","","","","1.4","","7","","17","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-04","2021","02","04","","-5.6","","-17.4","","-11.5","","29.5","","0.0","","","","","","0.2","","7","","31","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-05","2021","02","05","","-17.4","","-26.1","","-21.7","","39.7","","0.0","","","","","","0.2","","7","","33","","45",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-06","2021","02","06","","-26.0","","-33.1","","-29.6","","47.6","","0.0","","","","","","0.0","","7","","31","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-07","2021","02","07","","-26.5","","-33.8","","-30.1","","48.1","","0.0","","","","","","0.0","","7","","31","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-08","2021","02","08","","-24.0","","-35.4","","-29.7","","47.7","","0.0","","","","","","0.0","","7","","26","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-09","2021","02","09","","-22.2","","-29.4","","-25.8","","43.8","","0.0","","","","","","0.0","","7","","28","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-10","2021","02","10","","-23.6","","-31.9","","-27.8","","45.8","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-11","2021","02","11","","-25.9","","-35.1","","-30.5","","48.5","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-12","2021","02","12","","-26.9","","-32.6","","-29.8","","47.8","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-13","2021","02","13","","-26.0","","-38.8","","-32.4","","50.4","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-14","2021","02","14","","-24.2","","-36.7","","-30.4","","48.4","","0.0","","","","","","0.0","","7","","16","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-15","2021","02","15","","-18.2","","-29.9","","-24.1","","42.1","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-16","2021","02","16","","-17.7","","-26.6","","-22.2","","40.2","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-17","2021","02","17","","-14.8","","-27.0","","-20.9","","38.9","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-18","2021","02","18","","-11.7","","-20.3","","-16.0","","34.0","","0.0","","","","","","0.0","","7","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-19","2021","02","19","","-12.1","","-26.3","","-19.2","","37.2","","0.0","","","","","","0.0","","6","","18","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-20","2021","02","20","","-3.1","","-14.1","","-8.6","","26.6","","0.0","","","","","","0.0","","7","","18","","44",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-21","2021","02","21","","0.7","","-11.4","","-5.3","","23.3","","0.0","","","","","","0.0","","7","","18","","36",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-22","2021","02","22","","5.0","","-3.0","","1.0","","17.0","","0.0","","","","","","0.0","","7","","21","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-23","2021","02","23","","0.9","","-11.7","","-5.4","","23.4","","0.0","","","","","","0.0","","2","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-24","2021","02","24","","-6.4","","-17.1","","-11.8","","29.8","","0.0","","","","","","0.0","","2","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-25","2021","02","25","","1.2","","-8.7","","-3.7","","21.7","","0.0","","","","","","0.0","","3","","19","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-26","2021","02","26","","2.9","","-19.1","","-8.1","","26.1","","0.0","","","","","","0.8","","1","","19","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-27","2021","02","27","","-18.8","","-24.4","","-21.6","","39.6","","0.0","","","","","","0.7","","2","","1","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-02-28","2021","02","28","","-10.9","","-23.9","","-17.4","","35.4","","0.0","","","","","","0.0","","3","","32","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-01","2021","03","01","","-9.7","","-28.0","","-18.8","","36.8","","0.0","","","","","","0.0","","1","","18","","58",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-02","2021","03","02","","4.0","","-9.7","","-2.9","","20.9","","0.0","","","","","","0.3","","0","","33","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-03","2021","03","03","","-0.1","","-13.6","","-6.9","","24.9","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-04","2021","03","04","","6.4","","-7.1","","-0.3","","18.3","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-05","2021","03","05","","8.0","","-5.6","","1.2","","16.8","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-06","2021","03","06","","8.4","","-2.5","","2.9","","15.1","","0.0","","","","","","0.0","","","","16","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-07","2021","03","07","","7.9","","-1.6","","3.1","","14.9","","0.0","","","","","","0.0","","","","30","","47",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-08","2021","03","08","","14.4","","-3.0","","5.7","","12.3","","0.0","","","","","","0.0","","","","24","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-09","2021","03","09","","6.5","","-3.0","","1.7","","16.3","","0.0","","","","","","5.1","","","","1","","45",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-10","2021","03","10","","0.1","","-4.8","","-2.4","","20.4","","0.0","","","","","","0.0","","","","32","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-11","2021","03","11","","-4.5","","-13.7","","-9.1","","27.1","","0.0","","","","","","0.0","","","","32","","48",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-12","2021","03","12","","5.9","","-13.7","","-3.9","","21.9","","0.0","","","","","","0.0","","","","19","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-13","2021","03","13","","9.4","","-5.5","","2.0","","16.0","","0.0","","","","","","0.0","","","","24","","31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-14","2021","03","14","","6.3","","-6.7","","-0.2","","18.2","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-15","2021","03","15","","8.1","","-3.9","","2.1","","15.9","","0.0","","","","","","0.0","","","","17","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-16","2021","03","16","","7.6","","-3.7","","1.9","","16.1","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-17","2021","03","17","","8.7","","-6.1","","1.3","","16.7","","0.0","","","","","","0.1","","","","32","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-18","2021","03","18","","11.6","","-9.7","","1.0","","17.0","","0.0","","","","","","0.0","","","","18","","34",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-19","2021","03","19","","15.6","","-1.7","","6.9","","11.1","","0.0","","","","","","0.0","","","","19","","62",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-20","2021","03","20","","17.3","","0.9","","9.1","","8.9","","0.0","","","","","","0.0","","","","17","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-21","2021","03","21","","13.4","","-0.4","","6.5","","11.5","","0.0","","","","","","0.5","","","","32","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-22","2021","03","22","","7.6","","-8.1","","-0.3","","18.3","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-23","2021","03","23","","4.0","","-5.9","","-0.9","","18.9","","0.0","","","","","","1.0","","","","2","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-24","2021","03","24","","3.1","","-9.2","","-3.1","","21.1","","0.0","","","","","","0.0","","","","1","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-25","2021","03","25","","10.5","","-9.8","","0.4","","17.6","","0.0","","","","","","0.0","","","","13","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-26","2021","03","26","","4.5","","-1.3","","1.6","","16.4","","0.0","","","","","","3.5","","0","","16","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-27","2021","03","27","","3.4","","-7.9","","-2.3","","20.3","","0.0","","","","","","0.0","","","","35","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-28","2021","03","28","","5.7","","-9.9","","-2.1","","20.1","","0.0","","","","","","0.0","","","","16","","51",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-29","2021","03","29","","19.9","","-1.2","","9.3","","8.7","","0.0","","","","","","0.0","","","","27","","69",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-30","2021","03","30","","-1.2","","-11.9","","-6.6","","24.6","","0.0","","","","","","0.0","","","","30","","78",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-03-31","2021","03","31","","-1.2","","-18.9","","-10.0","","28.0","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-01","2021","04","01","","13.4","","-6.8","","3.3","","14.7","","0.0","","","","","","0.0","","","","18","","73",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-02","2021","04","02","","16.3","","-2.2","","7.0","","11.0","","0.0","","","","","","0.2","","","","17","","65",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-03","2021","04","03","","15.4","","-6.2","","4.6","","13.4","","0.0","","","","","","0.0","","","","5","","31",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-04","2021","04","04","","16.7","","0.3","","8.5","","9.5","","0.0","","","","","","0.0","","","","2","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-05","2021","04","05","","15.8","","-3.3","","6.3","","11.7","","0.0","","","","","","0.1","","","","31","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-06","2021","04","06","","14.5","","-7.4","","3.6","","14.4","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-07","2021","04","07","","17.5","","-3.6","","6.9","","11.1","","0.0","","","","","","0.0","","","","4","","36",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-08","2021","04","08","","11.7","","0.8","","6.3","","11.7","","0.0","","","","","","5.6","","","","6","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-09","2021","04","09","","10.0","","-1.7","","4.1","","13.9","","0.0","","","","","","1.2","","","","32","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-10","2021","04","10","","14.1","","-6.5","","3.8","","14.2","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-11","2021","04","11","","10.4","","-0.8","","4.8","","13.2","","0.0","","","","","","0.3","","","","3","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-12","2021","04","12","","1.1","","-3.7","","-1.3","","19.3","","0.0","","","","","","7.0","","","","1","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-13","2021","04","13","","-1.6","","-4.0","","-2.8","","20.8","","0.0","","","","","","4.3","","6","","1","","60",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-14","2021","04","14","","1.1","","-3.9","","-1.4","","19.4","","0.0","","","","","","0.0","","11","","1","","43",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-15","2021","04","15","","4.7","","-0.8","","1.9","","16.1","","0.0","","","","","","0.0","","9","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-16","2021","04","16","","9.7","","-3.6","","3.0","","15.0","","0.0","","","","","","0.0","","5","","3","","32",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-17","2021","04","17","","13.6","","-4.5","","4.5","","13.5","","0.0","","","","","","0.0","","","","22","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-18","2021","04","18","","6.3","","-4.7","","0.8","","17.2","","0.0","","","","","","1.5","","","","36","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-19","2021","04","19","","1.9","","-8.3","","-3.2","","21.2","","0.0","","","","","","0.0","","","","35","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-20","2021","04","20","","1.4","","-7.3","","-2.9","","20.9","","0.0","","","","","","0.6","","","","1","","38",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-21","2021","04","21","","14.5","","-6.0","","4.2","","13.8","","0.0","","","","","","0.0","","","","32","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-22","2021","04","22","","20.4","","-1.5","","9.5","","8.5","","0.0","","","","","","0.3","","","","35","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-23","2021","04","23","","3.5","","-6.2","","-1.4","","19.4","","0.0","","","","","","0.0","","","","36","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-24","2021","04","24","","9.0","","-11.5","","-1.2","","19.2","","0.0","","","","","","0.0","","","","27","","40",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-25","2021","04","25","","11.2","","1.2","","6.2","","11.8","","0.0","","","","","","0.0","","","","19","","47",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-26","2021","04","26","","9.0","","1.9","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-27","2021","04","27","","18.5","","0.0","","9.3","","8.7","","0.0","","","","","","0.0","","","","3","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-28","2021","04","28","","10.6","","-4.6","","3.0","","15.0","","0.0","","","","","","0.0","","","","2","","52",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-29","2021","04","29","","11.9","","-7.3","","2.3","","15.7","","0.0","","","","","","0.0","","","","1","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-04-30","2021","04","30","","11.7","","-6.8","","2.4","","15.6","","0.0","","","","","","0.0","","","","17","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-01","2021","05","01","","21.3","","-1.0","","10.2","","7.8","","0.0","","","","","","0.1","","","","31","","41",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-02","2021","05","02","","12.3","","-0.1","","6.1","","11.9","","0.0","","","","","","0.5","","","","2","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-03","2021","05","03","","9.0","","-3.4","","2.8","","15.2","","0.0","","","","","","0.0","","","","34","","42",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-04","2021","05","04","","11.1","","-7.4","","1.9","","16.1","","0.0","","","","","","0.1","","","","1","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-05","2021","05","05","","12.7","","-5.9","","3.4","","14.6","","0.0","","","","","","0.0","","","","34","","39",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-06","2021","05","06","","13.1","","-4.4","","4.3","","13.7","","0.0","","","","","","0.0","","","","36","","50",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-07","2021","05","07","","14.0","","-5.4","","4.3","","13.7","","0.0","","","","","","0.0","","","","5","","34",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-08","2021","05","08","","13.1","","-5.9","","3.6","","14.4","","0.0","","","","","","0.0","","","","5","","45",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-09","2021","05","09","","11.5","","-4.3","","3.6","","14.4","","0.0","","","","","","0.0","","","","2","","49",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-10","2021","05","10","","13.6","","-3.2","","5.2","","12.8","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-11","2021","05","11","","20.4","","1.4","","10.9","","7.1","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-12","2021","05","12","","24.7","","3.7","","14.2","","3.8","","0.0","","","","","","0.0","","","","20","","38",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-13","2021","05","13","","23.8","","2.6","","13.2","","4.8","","0.0","","","","","","0.0","","","","23","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-14","2021","05","14","","24.0","","6.1","","15.0","","3.0","","0.0","","","","","","0.3","","","","9","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-15","2021","05","15","","25.0","","5.1","","15.1","","2.9","","0.0","","","","","","3.0","","","","26","","70",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-16","2021","05","16","","28.9","","11.7","","20.3","","0.0","","2.3","","","","","","0.4","","","","3","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-17","2021","05","17","","31.8","","8.2","","20.0","","0.0","","2.0","","","","","","0.0","","","","21","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-18","2021","05","18","","29.3","","12.9","","21.1","","0.0","","3.1","","","","","","0.0","","","","18","","64",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-19","2021","05","19","","25.2","","16.3","","20.7","","0.0","","2.7","","","","","","0.3","","","","19","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-20","2021","05","20","","17.7","","6.6","","12.2","","5.8","","0.0","","","","","","1.5","","","","4","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-21","2021","05","21","","13.1","","5.1","","9.1","","8.9","","0.0","","","","","","2.8","","","","1","","37",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-22","2021","05","22","","9.7","","2.7","","6.2","","11.8","","0.0","","","","","","40.6","","","","1","","46",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-23","2021","05","23","","14.1","","7.1","","10.6","","7.4","","0.0","","","","","","0.0","","","","11","","33",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-24","2021","05","24","","27.5","","10.7","","19.1","","0.0","","1.1","","","","","","0.2","","","","20","","58",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-25","2021","05","25","","19.5","","2.5","","11.0","","7.0","","0.0","","","","","","0.2","","","","32","","71",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-26","2021","05","26","","8.7","","0.6","","4.7","","13.3","","0.0","","","","","","0.0","","","","33","","53",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-27","2021","05","27","","14.9","","-3.1","","5.9","","12.1","","0.0","","","","","","0.0","","","","10","","34",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-28","2021","05","28","","20.2","","1.0","","10.6","","7.4","","0.0","","","","","","0.0","","","","18","","55",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-29","2021","05","29","","23.8","","10.5","","17.1","","0.9","","0.0","","","","","","0.4","","","","18","","71",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-30","2021","05","30","","22.8","","6.6","","14.7","","3.3","","0.0","","","","","","0.3","","","","30","","56",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-05-31","2021","05","31","","24.3","","2.0","","13.2","","4.8","","0.0","","","","","","0.0","","","","","","",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-01","2021","06","01","","29.9","","9.1","","19.5","","0.0","","1.5","","","","","","0.0","","","","26","","51",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-02","2021","06","02","","29.6","","9.2","","19.4","","0.0","","1.4","","","","","","0.0","","","","22","","35",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-03","2021","06","03","","30.7","","16.3","","23.5","","0.0","","5.5","","","","","","0.5","","","","32","","54",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-04","2021","06","04","","36.5","","17.9","","27.2","","0.0","","9.2","","","","","","0.0","","","","3","","51",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-05","2021","06","05","","36.1","","11.1","","23.6","","0.0","","5.6","","","","","","3.4","","","","21","","59",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-06","2021","06","06","","26.6","","16.1","","21.3","","0.0","","3.3","","","","","","3.4","","","","26","","57",""
"-97.25","49.92","WINNIPEG A CS","502S001","2021-06-07","2021","06","07","","25.4","","9.0","","17.2","","0.8","","0.0","","","","","","0.0","","","","6","","32",""
